aclnn_api,mindspore,pyboost,kbk,kernel_mod_src,pyboost_src,kernel_mod_gen,pyboost_gen,evidence,via_ops,via_kernel_mod_src,via_pyboost_src,via_kernel_mod_gen,via_pyboost_gen,custom_dispatch_ops,custom_dispatch_names,direct_match,suspected_fusion,cpp_funcs,kernel_mod_files,pyboost_files,remarks
aclnnClamp,✅,✅,✅,✅,✖️,✅,✅,kernel_mod_src+kernel_mod_gen+pyboost_gen,ClampScalar;InplaceClampScalar,InplaceClampScalar,,ClampScalar,ClampScalar,,,,True,InplaceClampScalarAclnnKernelMod,kernel_mod_impl/customize/inplace_clamp_scalar_aclnn_kernel.cc;kernel_mod_impl/customize/inplace_clamp_scalar_aclnn_kernel.h,,shared_by_2_ops
aclnnClampMax,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnClampMaxTensor,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnClampMin,✅,✅,✅,✅,✖️,✅,✅,kernel_mod_src+kernel_mod_gen+pyboost_gen,ClampMin,ClampMin,,ClampMin,ClampMin,,,ClampMin,False,ClampMinAscend,kernel_mod_impl/customize/clamp_min_aclnn_kernel.cc;kernel_mod_impl/customize/clamp_min_aclnn_kernel.h,,
aclnnClampMinTensor,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnClampTensor,✅,✅,✅,✅,✖️,✅,✅,kernel_mod_src+kernel_mod_gen+pyboost_gen,ClampTensor;InplaceClampTensor,InplaceClampTensor,,ClampTensor,ClampTensor,,,ClampTensor,False,InplaceClampTensorAclnnKernelMod,kernel_mod_impl/customize/inplace_clamp_tensor_aclnn_kernel.cc;kernel_mod_impl/customize/inplace_clamp_tensor_aclnn_kernel.h,,shared_by_2_ops
aclnnClippedSwiglu,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnComplex,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnConstantPadNd,✅,✅,✅,✅,✖️,✅,✅,kernel_mod_src+kernel_mod_gen+pyboost_gen,ConstantPadND;ConvolutionStr,ConvolutionStr,,ConstantPadND,ConstantPadND,,,ConstantPadND,False,ConvolutionStrAscend,kernel_mod_impl/customize/convolution_str_aclnn_kernel.cc;kernel_mod_impl/customize/convolution_str_aclnn_kernel.h,,shared_by_2_ops
aclnnConvDepthwise2d,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnConvTbc,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnConvTbcBackward,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnConvertWeightToINT4Pack,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnConvolution,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,Conv1DExt;Conv2DExt;Conv3DExt;ConvTranspose2D;Convolution;ConvolutionStr,Conv1DExt;Conv2DExt;Conv3DExt;ConvTranspose2D;Convolution;ConvolutionStr,,,,Conv1DExt;Conv3DExt;Convolution;ConvolutionStr,Conv1DExtAscend;Conv3DExtAscend;ConvolutionAscend;ConvolutionStrAscend,Convolution,False,Conv1DExtAscend;Conv2DExtAscend;Conv3DExtAscend;ConvTranspose2DAscend;ConvolutionAscend;ConvolutionStrAscend,kernel_mod_impl/customize/conv1d_ext_aclnn_kernel.cc;kernel_mod_impl/customize/conv1d_ext_aclnn_kernel.h;kernel_mod_impl/customize/conv2d_ext_aclnn_kernel.cc;kernel_mod_impl/customize/conv2d_ext_aclnn_kernel.h;kernel_mod_impl/customize/conv3d_ext_aclnn_kernel.cc;kernel_mod_impl/customize/conv3d_ext_aclnn_kernel.h;...(+6),,shared_by_6_ops;has_custom_dispatch
aclnnConvolutionBackward,✅,✅,✅,✅,✖️,✅,✅,kernel_mod_src+kernel_mod_gen+pyboost_gen,ConvolutionGrad;ConvolutionStrGrad,ConvolutionGrad,,ConvolutionStrGrad,ConvolutionStrGrad,,,,True,ConvolutionGradAscend,kernel_mod_impl/customize/convolution_grad_aclnn_kernel.cc;kernel_mod_impl/customize/convolution_grad_aclnn_kernel.h,,shared_by_2_ops
aclnnCos,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,Cos,,,Cos,Cos,,,Cos,False,,,,
aclnnCosh,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,Cosh,,,Cosh,Cosh,,,Cosh,False,,,,
aclnnCrossEntropyLoss,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,CrossEntropyLoss,CrossEntropyLoss,,,,CrossEntropyLoss,CrossEntropyLossAscend,CrossEntropyLoss,False,CrossEntropyLossAscend,kernel_mod_impl/customize/cross_entropy_loss_aclnn_kernel.cc;kernel_mod_impl/customize/cross_entropy_loss_aclnn_kernel.h,,has_custom_dispatch
aclnnCrossEntropyLossGrad,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,CrossEntropyLossGrad,CrossEntropyLossGrad,,,,CrossEntropyLossGrad,CrossEntropyLossGradAscend,CrossEntropyLossGrad,False,CrossEntropyLossGradAscend,kernel_mod_impl/customize/cross_entropy_loss_grad_aclnn_kernel.cc;kernel_mod_impl/customize/cross_entropy_loss_grad_aclnn_kernel.h,,has_custom_dispatch
aclnnCtcLoss,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnCtcLossBackward,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnCummax,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,Cummax,Cummax,,,,Cummax,CumMaxAscend,Cummax,False,CummaxAscend,kernel_mod_impl/customize/cummax_aclnn_kernel.cc;kernel_mod_impl/customize/cummax_aclnn_kernel.h,,has_custom_dispatch
aclnnCummin,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,CumminExt,CumminExt,,,,CumminExt,CumminExtAscend,,True,CumminExtAscend,kernel_mod_impl/customize/cummin_ext_aclnn_kernel.cc;kernel_mod_impl/customize/cummin_ext_aclnn_kernel.h,,has_custom_dispatch
aclnnCumprod,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnCumsum,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,CumsumExt,CumsumExt,,,,CumsumExt,CumsumExtAscend,,True,CumsumExtAscend,kernel_mod_impl/customize/cumsum_ext_aclnn_kernel.cc;kernel_mod_impl/customize/cumsum_ext_aclnn_kernel.h,,has_custom_dispatch
aclnnCumsumV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnDeepNorm,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnDeepNormGrad,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnDeformableConv2d,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnDequantBias,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnDequantRopeQuantKvcache,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnDequantSwigluQuant,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,DequantSwigluQuant,DequantSwigluQuant,,,,DequantSwigluQuant,DequantSwigluQuantAscend,DequantSwigluQuant,False,DequantSwigluQuantAclnnKernelMod,kernel_mod_impl/customize/dequant_swiglu_quant_aclnn_kernel.cc;kernel_mod_impl/customize/dequant_swiglu_quant_aclnn_kernel.h,,has_custom_dispatch
aclnnDiag,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,DiagExt,DiagExt,,,,,,,True,DiagExtAscend,kernel_mod_impl/customize/diag_ext_aclnn_kernel.cc;kernel_mod_impl/customize/diag_ext_aclnn_kernel.h,,
aclnnDiagFlat,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnDigamma,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnDistributeBarrier,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnDistributeBarrierV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnDiv,✅,✅,✅,✅,✖️,✅,✅,kernel_mod_src+kernel_mod_gen+pyboost_gen,Div;RealDiv,RealDiv,,Div,Div,,,Div,False,,kernel_mod_impl/aclnn_kernel_register.cc,,shared_by_2_ops
aclnnDivMod,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,DivMod,DivMod,,,,DivMod,DivModAscend,DivMod,False,DivModAscend,kernel_mod_impl/customize/divmod_aclnn_kernel.cc;kernel_mod_impl/customize/divmod_aclnn_kernel.h,,has_custom_dispatch
aclnnDivMods,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,DivMods,DivMods,,,,DivMods,DivModsAscend,DivMods,False,DivModsAscend,kernel_mod_impl/customize/divmods_aclnn_kernel.cc;kernel_mod_impl/customize/divmods_aclnn_kernel.h,,has_custom_dispatch
aclnnDivs,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,Divs,Divs,,,,Divs,DivsAscend,Divs,False,DivsAscend,kernel_mod_impl/customize/divs_aclnn_kernel.cc;kernel_mod_impl/customize/divs_aclnn_kernel.h,,has_custom_dispatch
aclnnDot,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,Dot,,,Dot,Dot,,,Dot,False,,,,
aclnnDropout,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,DropoutExt,DropoutExt,,,,,,,True,DropoutExtAscend,kernel_mod_impl/customize/dropout_ext_aclnn_kernel.cc;kernel_mod_impl/customize/dropout_ext_aclnn_kernel.h,,
aclnnDropoutBackward,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnDropoutDoMask,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,DropoutDoMaskExt;DropoutExt;DropoutGradExt,DropoutDoMaskExt;DropoutExt;DropoutGradExt,,,,,,,True,DropoutDoMaskExtAscend;DropoutExtAscend;DropoutGradExtAscend,kernel_mod_impl/customize/dropout_do_mask_ext_aclnn_kernel.cc;kernel_mod_impl/customize/dropout_do_mask_ext_aclnn_kernel.h;kernel_mod_impl/customize/dropout_ext_aclnn_kernel.cc;kernel_mod_impl/customize/dropout_ext_aclnn_kernel.h;kernel_mod_impl/customize/dropout_grad_ext_aclnn_kernel.cc;kernel_mod_impl/customize/dropout_grad_ext_aclnn_kernel.h,,shared_by_3_ops
aclnnDropoutGenMask,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnDropoutGenMaskV2,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,DropoutExt;DropoutGenMaskExt,DropoutExt;DropoutGenMaskExt,,,,,,,True,DropoutExtAscend;DropoutGenMaskExtAscend,kernel_mod_impl/customize/dropout_ext_aclnn_kernel.cc;kernel_mod_impl/customize/dropout_ext_aclnn_kernel.h;kernel_mod_impl/customize/dropout_gen_mask_ext_aclnn_kernel.cc;kernel_mod_impl/customize/dropout_gen_mask_ext_aclnn_kernel.h,,shared_by_2_ops
aclnnDropoutGenMaskV2Tensor,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnDynamicBlockQuant,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnDynamicQuant,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnDynamicQuantV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnEinsum,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnElu,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,EluExt,EluExt,,,,,,,True,EluExtAscend,kernel_mod_impl/customize/elu_ext_aclnn_kernel.cc;kernel_mod_impl/customize/elu_ext_aclnn_kernel.h,,
aclnnEluBackward,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,EluGradExt,EluGradExt,,,,,,,True,EluGradExtAscend,kernel_mod_impl/customize/elu_grad_ext_aclnn_kernel.cc;kernel_mod_impl/customize/elu_grad_ext_aclnn_kernel.h,,
aclnnEmbedding,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,Embedding,Embedding,,,,Embedding,EmbeddingAscend,Embedding,False,EmbeddingAscend,kernel_mod_impl/customize/embedding_aclnn_kernel.cc;kernel_mod_impl/customize/embedding_aclnn_kernel.h,,has_custom_dispatch
aclnnEmbeddingBag,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnEmbeddingDenseBackward,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,EmbeddingDenseBackward,EmbeddingDenseBackward,,,,EmbeddingDenseBackward,EmbeddingDenseBackwardAscend,EmbeddingDenseBackward,False,EmbeddingDenseBackwardAscend,kernel_mod_impl/customize/embedding_dense_backward_aclnn_kernel.cc;kernel_mod_impl/customize/embedding_dense_backward_aclnn_kernel.h,,has_custom_dispatch
aclnnEmbeddingRenorm,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,Embedding,Embedding,,,,,,,True,EmbeddingAscend,kernel_mod_impl/customize/embedding_aclnn_kernel.cc;kernel_mod_impl/customize/embedding_aclnn_kernel.h,,
aclnnEqScalar,✅,✅,✅,✅,✖️,✅,✅,kernel_mod_src+kernel_mod_gen+pyboost_gen,EqScalar;IsInf,EqScalar;IsInf,,EqScalar,EqScalar,,,EqScalar,False,EqScalarAscend;IsInfAscend,kernel_mod_impl/customize/eq_scalar_aclnn_kernel.cc;kernel_mod_impl/customize/eq_scalar_aclnn_kernel.h;kernel_mod_impl/customize/isinf_aclnn_kernel.cc;kernel_mod_impl/customize/isinf_aclnn_kernel.h,,shared_by_2_ops
aclnnEqTensor,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,Equal,,,Equal,Equal,,,,True,,,,
aclnnEqual,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,EqualExt,,,EqualExt,EqualExt,,,,True,,,,
aclnnErf,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,Erf,,,Erf,Erf,,,Erf,False,,,,
aclnnErfc,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,Erfc,,,Erfc,Erfc,,,Erfc,False,,,,
aclnnErfinv,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,Erfinv,,,Erfinv,Erfinv,,,Erfinv,False,,,,
aclnnExp,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,Exp,,,Exp,Exp,,,Exp,False,,,,
aclnnExp2,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,Exp2,,,Exp2,Exp2,,,Exp2,False,,,,
aclnnExpSegsum,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnExpSegsumBackward,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnExpand,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,BroadcastTo;ExpandAs;L1LossBackwardExt;L1LossExt;MSELossExt;MSELossGradExt,BroadcastTo;ExpandAs;L1LossBackwardExt;L1LossExt;MSELossExt;MSELossGradExt,,,,,,,True,BroadcastToAclnnKernelMod;ExpandAsAclnnKernelMod;L1LossBackwardExtAclnnKernelMod;L1LossExtAclnnKernelMod;MSELossExtAclnnKernelMod;MSELossGradExtAclnnKernelMod,kernel_mod_impl/customize/broadcastto_aclnn_kernel.cc;kernel_mod_impl/customize/broadcastto_aclnn_kernel.h;kernel_mod_impl/customize/expandas_aclnn_kernel.cc;kernel_mod_impl/customize/expandas_aclnn_kernel.h;kernel_mod_impl/customize/l1_loss_backward_ext_aclnn_kernel.cc;kernel_mod_impl/customize/l1_loss_backward_ext_aclnn_kernel.h;...(+6),,shared_by_6_ops
aclnnExpandIntoJaggedPermute,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnExpm1,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,Expm1,,,Expm1,Expm1,,,Expm1,False,,,,
aclnnEye,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,Eye,Eye,,,,Eye,EyeAscend,Eye,False,EyeAscend,kernel_mod_impl/customize/eye_aclnn_kernel.cc;kernel_mod_impl/customize/eye_aclnn_kernel.h,,has_custom_dispatch
aclnnFFN,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,FFNExt,FFNExt,,,,FFNExt,FFNExtAscend,,True,FFNExtAscend,kernel_mod_impl/customize/ffn_ext_aclnn_kernel.cc;kernel_mod_impl/customize/ffn_ext_aclnn_kernel.h,,has_custom_dispatch
aclnnFFNV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnFFNV3,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnFakeQuantPerChannelAffineCachemask,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnFakeQuantPerTensorAffineCachemask,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnFastBatchNormBackward,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnFastGelu,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnFastGeluBackward,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnFatreluMul,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnFinalize,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnFlashAttentionScore,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,FlashAttentionScore,FlashAttentionScore,,,,FlashAttentionScore,FlashAttentionScoreAscend,FlashAttentionScore,False,FlashAttentionScoreAscend,kernel_mod_impl/customize/flash_attention_score_aclnn_kernel.cc;kernel_mod_impl/customize/flash_attention_score_aclnn_kernel.h,,has_custom_dispatch
aclnnFlashAttentionScoreGrad,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,FlashAttentionScoreGrad,FlashAttentionScoreGrad,,,,FlashAttentionScoreGrad,FlashAttentionScoreGradAscend,FlashAttentionScoreGrad,False,FlashAttentionScoreGradAscend,kernel_mod_impl/customize/flash_attention_score_grad_aclnn_kernel.cc;kernel_mod_impl/customize/flash_attention_score_grad_aclnn_kernel.h,,has_custom_dispatch
aclnnFlashAttentionScoreGradV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnFlashAttentionScoreGradV3,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnFlashAttentionScoreV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnFlashAttentionScoreV3,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnFlashAttentionUnpaddingScoreGrad,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnFlashAttentionUnpaddingScoreGradV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnFlashAttentionUnpaddingScoreGradV3,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnFlashAttentionUnpaddingScoreGradV4,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnFlashAttentionUnpaddingScoreGradV5,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnFlashAttentionVarLenScore,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnFlashAttentionVarLenScoreV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnFlashAttentionVarLenScoreV3,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnFlashAttentionVarLenScoreV4,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnFlashAttentionVarLenScoreV5,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnFlatQuant,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnFlatten,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnFlip,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,ReverseV2,,,ReverseV2,ReverseV2,,,,True,,,,
aclnnFloor,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,Floor,,,Floor,Floor,,,Floor,False,,,,
aclnnFloorDivide,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,FloorDiv,FloorDiv,,,,,,,True,FloorDivAscend,kernel_mod_impl/customize/floor_div_aclnn_kernel.cc;kernel_mod_impl/customize/floor_div_aclnn_kernel.h,,
aclnnFloorDivides,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,FloorDivScalar,FloorDivScalar,,,,,,,True,FloorDivScalarAscend,kernel_mod_impl/customize/floor_div_scalar_aclnn_kernel.cc;kernel_mod_impl/customize/floor_div_scalar_aclnn_kernel.h,,
aclnnFmodScalar,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,FmodScalar,,,FmodScalar,FmodScalar,,,FmodScalar,False,,,,
aclnnFmodTensor,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,FmodTensor,,,FmodTensor,FmodTensor,,,FmodTensor,False,,,,
aclnnForeachAbs,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachAcos,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachAddList,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachAddListV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachAddScalar,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachAddScalarList,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachAddScalarV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachAddcdivList,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachAddcdivScalar,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachAddcdivScalarList,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachAddcdivScalarV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachAddcmulList,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachAddcmulScalar,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachAddcmulScalarList,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachAddcmulScalarV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachAsin,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachAtan,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachCopy,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachCos,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachCosh,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachDivList,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachDivScalar,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachDivScalarList,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachDivScalarV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachErf,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachErfc,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachExp,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachExpm1,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachLerpList,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachLerpScalar,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachLog,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachLog10,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachLog1p,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachLog2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachMaximumList,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachMaximumScalar,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachMaximumScalarList,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachMaximumScalarV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachMinimumList,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachMinimumScalar,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachMinimumScalarList,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachMinimumScalarV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachMulList,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachMulScalar,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnForeachMulScalarList,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
